student_id,age,study_hours,attendance,previous_score,assignments_completed,sleep_hours,extracurricular_hours,internet_access,parental_support,final_score,performance,support_required
S0339,17,3.1,68.1,64.3,10,4.4,3.0,1,3,72.4,Good,1
S0340,22,5.5,92.5,60.9,8,5.6,3.5,1,2,80.8,Good,0
S0341,21,1.2,95.2,82.3,6,8.3,3.4,1,1,61.3,Average,0
S0342,19,3.8,88.1,79.0,6,8.3,1.4,1,5,91.4,Good,0
S0343,18,5.0,70.0,70.9,4,8.4,2.0,1,2,76.3,Good,0
S0344,20,2.8,75.8,74.2,5,5.1,3.8,1,1,67.6,Average,0
S0345,19,3.4,92.6,72.0,7,6.8,2.0,1,5,92.8,Good,0
S0346,20,5.3,71.1,77.2,6,4.4,3.2,1,2,74.3,Good,0
S0347,17,5.1,91.2,91.0,3,6.2,2.1,1,1,81.1,Good,0
S0348,18,2.1,90.2,92.1,6,6.9,3.3,0,5,81.2,Good,0
S0349,21,5.9,76.1,93.9,7,5.3,0.3,1,1,85.2,Good,0
S0350,17,1.6,95.3,87.3,5,6.1,0.0,1,5,75.5,Good,0
S0351,21,7.8,72.3,45.8,7,5.8,0.4,1,5,91.4,Good,0
S0352,19,2.4,88.7,64.8,7,4.4,1.7,1,4,71.8,Good,0
S0353,17,2.8,83.8,83.0,5,4.3,1.5,1,2,81.7,Good,0
S0354,21,2.4,69.9,56.2,7,7.9,3.8,1,1,59.4,Average,1
S0355,21,7.9,78.9,73.4,5,4.0,4.0,1,1,87.1,Good,0
S0356,21,3.0,82.3,43.0,6,8.9,0.5,1,3,57.0,Average,1
S0357,22,5.2,79.2,51.2,7,8.5,3.3,1,2,77.2,Good,0
S0358,21,7.9,60.0,62.0,8,8.9,2.0,1,1,83.0,Good,1
S0359,22,7.7,99.6,43.9,3,7.9,3.4,1,4,94.7,Good,0
S0360,17,1.3,98.5,63.3,9,4.0,1.5,1,1,74.6,Good,0
S0361,22,4.6,56.7,52.7,9,4.6,3.1,1,5,78.4,Good,1
S0362,22,5.2,97.5,87.4,8,5.6,0.0,1,5,100.0,Good,0
S0363,21,5.9,78.9,57.5,4,4.9,1.9,1,4,86.8,Good,0
S0364,21,3.4,60.7,60.9,5,4.3,1.3,1,1,66.4,Average,1
S0365,21,3.3,91.9,84.1,8,8.6,1.0,1,3,81.4,Good,0
S0366,22,1.0,74.5,70.8,10,8.6,1.2,1,1,60.4,Average,0
S0367,22,1.2,87.1,42.8,10,7.8,1.7,1,2,66.5,Average,0
S0368,20,4.9,92.2,52.0,3,5.3,2.0,1,1,65.7,Average,0
S0369,21,1.5,79.2,73.6,8,8.3,2.1,1,1,66.2,Average,0
S0370,22,2.4,57.2,51.0,9,8.1,2.9,1,4,65.9,Average,1
S0371,18,3.3,92.0,53.7,8,5.6,3.3,1,5,64.4,Average,0
S0372,17,1.5,86.2,74.3,6,4.6,3.8,1,4,80.4,Good,0
S0373,18,1.2,96.0,67.2,8,4.7,2.7,1,1,59.6,Average,1
S0374,17,7.5,67.2,54.8,6,6.0,1.0,1,2,75.9,Good,1
S0375,19,4.0,90.3,70.8,4,8.2,2.3,1,3,81.6,Good,0
S0376,17,2.4,94.3,74.9,9,4.4,1.8,1,3,66.3,Average,0
S0377,18,6.0,71.0,42.2,4,6.1,0.9,1,3,76.9,Good,0
S0378,18,1.1,73.5,55.1,8,5.8,1.3,1,5,72.2,Good,0
S0379,21,2.7,70.0,56.9,6,8.5,0.9,1,5,67.7,Average,0
S0380,18,7.7,55.3,88.3,10,4.8,2.2,1,2,87.0,Good,1
S0381,22,7.3,65.4,42.8,5,7.3,0.3,1,2,72.1,Good,1
S0382,18,5.5,69.9,59.1,10,5.6,2.2,0,1,64.8,Average,1
S0383,22,1.7,59.9,50.7,5,7.2,1.6,1,4,68.3,Average,1
S0384,20,3.2,89.5,78.2,3,8.1,0.0,1,4,76.0,Good,0
S0385,18,1.2,74.2,84.6,6,8.1,1.1,1,5,67.6,Average,0
S0386,17,2.5,80.6,43.2,7,8.2,3.9,1,1,57.3,Average,1
S0387,18,1.2,67.8,87.5,10,5.5,2.3,0,3,77.2,Good,1
S0388,20,1.9,71.2,78.3,9,5.4,0.3,1,3,84.9,Good,0
S0389,17,5.4,88.9,51.9,6,4.6,2.3,0,3,65.0,Average,0
S0390,17,1.7,76.1,90.4,3,5.3,2.8,1,2,61.1,Average,0
S0391,17,2.1,81.8,56.1,6,4.6,0.5,1,1,48.1,Needs Support,1
S0392,21,7.3,74.0,83.4,7,7.9,1.6,1,1,97.8,Good,0
S0393,17,3.3,80.1,44.1,6,4.2,0.9,1,5,67.6,Average,0
S0394,17,3.3,95.4,65.1,10,5.0,2.2,1,4,99.9,Good,0
S0395,19,1.6,67.0,67.8,5,8.0,3.3,0,5,63.2,Average,1
S0396,18,6.6,78.4,89.3,4,7.8,1.0,1,4,87.6,Good,0
S0397,20,5.7,85.9,86.0,5,8.9,0.6,1,5,86.9,Good,0
S0398,22,4.8,58.9,70.1,3,5.9,0.6,1,2,74.4,Good,1
S0399,22,5.3,98.3,42.8,3,4.2,2.5,1,2,56.3,Average,1
S0400,20,1.7,77.4,63.6,5,8.0,0.3,1,1,68.4,Average,0
S0401,20,2.8,66.0,60.6,4,5.4,2.1,1,2,62.2,Average,1
S0402,21,5.1,89.2,94.8,5,7.9,3.2,1,5,88.5,Good,0
S0403,19,7.7,91.7,77.4,9,4.1,3.1,1,1,89.3,Good,0
S0404,20,6.7,83.4,62.3,5,4.2,2.7,1,2,88.1,Good,0
S0405,18,5.5,96.2,60.1,9,7.0,0.0,1,5,100.0,Good,0
S0406,20,4.6,59.0,82.2,6,7.4,1.7,1,2,74.3,Good,1
S0407,18,1.1,78.7,45.3,4,6.8,1.0,1,1,56.3,Average,1
S0408,18,7.2,88.4,84.9,9,6.7,2.1,1,2,100.0,Good,0
S0409,21,1.5,96.3,76.9,4,7.0,0.6,1,5,67.5,Average,0
S0410,20,1.9,83.9,63.9,7,4.7,0.5,1,2,64.6,Average,0
S0411,19,5.9,82.1,79.1,3,4.3,3.8,0,3,68.3,Average,0
S0412,17,6.7,72.5,61.9,7,5.7,3.5,1,2,81.6,Good,0
S0413,18,6.5,80.7,47.9,8,6.7,0.4,1,5,85.3,Good,0
S0414,21,4.2,80.0,62.9,3,5.2,3.3,1,5,67.9,Average,0
S0415,19,2.2,95.7,42.8,6,4.9,0.3,1,3,57.9,Average,1
S0416,22,1.2,92.2,44.8,3,6.2,1.4,1,1,41.1,Needs Support,1
S0417,22,7.0,88.2,64.1,8,6.0,4.0,0,5,81.4,Good,0
S0418,22,7.8,96.6,85.4,10,5.3,3.8,1,5,100.0,Good,0
S0419,17,2.7,58.0,51.2,8,8.6,1.9,1,3,71.8,Good,1
S0420,17,7.1,89.6,67.5,5,8.7,2.8,1,3,86.4,Good,0
S0421,20,3.8,75.9,93.8,8,4.2,1.5,1,3,77.0,Good,0
S0422,19,3.2,88.8,85.5,10,6.4,3.4,1,1,89.9,Good,0
S0423,22,4.5,68.3,89.6,7,5.2,1.3,1,2,85.5,Good,1
S0424,18,1.1,76.0,77.1,5,5.7,0.8,1,1,56.2,Average,1
S0425,17,4.1,92.1,72.4,4,4.1,0.6,1,4,70.9,Good,0
S0426,17,2.4,56.6,72.0,8,4.4,2.5,1,4,73.8,Good,1
S0427,18,6.0,68.1,73.1,10,4.2,2.2,1,4,91.5,Good,1
S0428,20,4.5,77.0,65.6,8,4.6,3.6,0,3,70.0,Average,0
S0429,17,7.1,93.3,59.8,10,7.2,0.6,1,2,96.9,Good,0
S0430,21,7.3,67.2,53.1,3,4.4,3.2,1,2,72.4,Good,1
S0431,18,3.2,92.0,43.6,3,8.4,3.8,1,1,71.0,Good,0
S0432,18,3.0,66.0,60.3,3,8.0,3.0,1,2,55.2,Average,1
S0433,20,7.6,68.6,82.3,10,5.3,0.5,1,3,100.0,Good,1
S0434,22,4.5,79.9,70.4,6,7.5,0.6,1,5,85.4,Good,0
S0435,19,1.7,84.4,49.0,8,8.8,0.4,1,3,60.8,Average,0
S0436,21,1.3,94.6,84.8,4,4.6,1.3,1,4,77.8,Good,0
S0437,18,7.9,94.6,42.3,3,6.8,3.0,1,3,88.2,Good,0
S0438,17,5.1,66.3,91.2,5,6.3,0.6,1,4,73.4,Good,1
S0439,21,1.4,88.6,75.8,9,5.6,1.8,1,2,88.9,Good,0
S0440,21,4.6,83.6,70.6,4,5.4,0.2,0,5,66.9,Average,0
S0441,21,4.5,72.4,62.7,9,4.4,2.7,1,1,68.6,Average,0
S0442,22,4.0,89.9,85.4,5,7.2,0.4,1,2,78.7,Good,0
S0443,19,7.7,95.4,40.4,8,5.0,3.2,1,4,94.4,Good,0
S0444,18,7.6,76.6,40.9,6,6.1,2.5,1,2,83.8,Good,0
S0445,20,1.9,96.2,68.6,5,8.6,0.8,1,4,72.6,Good,0
S0446,20,2.1,60.7,56.3,5,5.7,2.8,1,5,71.4,Good,1
S0447,19,3.9,62.5,62.1,5,5.6,1.4,1,5,72.9,Good,1
S0448,20,6.8,89.4,69.5,5,8.7,2.1,1,3,100.0,Good,0
S0449,18,5.4,68.7,42.4,7,6.9,2.2,1,2,93.8,Good,1
S0450,20,6.1,81.3,94.1,6,6.9,1.1,1,3,94.1,Good,0
S0451,21,5.0,77.4,77.3,8,5.1,1.7,1,1,62.2,Average,0
S0452,17,2.5,61.6,45.4,8,7.2,3.1,1,5,62.8,Average,1
S0453,19,6.7,88.9,80.6,6,5.9,3.5,0,5,83.7,Good,0
S0454,20,1.1,88.4,69.3,3,6.7,3.4,1,5,65.2,Average,0
S0455,17,5.9,61.5,77.8,7,6.0,2.3,1,2,83.0,Good,1
S0456,20,2.4,66.7,80.6,10,4.4,3.5,1,5,69.0,Average,1
S0457,22,4.3,91.0,94.5,10,8.4,0.6,1,5,90.3,Good,0
S0458,21,7.8,96.1,46.5,6,7.5,3.9,1,4,87.8,Good,0
S0459,21,4.8,94.2,94.8,10,8.8,0.2,1,3,98.3,Good,0
S0460,21,1.4,77.6,66.2,10,5.5,3.6,1,3,51.3,Average,1
S0461,19,4.0,71.5,51.1,5,5.4,3.2,1,2,72.5,Good,0
S0462,18,5.6,75.0,60.5,3,4.7,1.6,1,4,73.1,Good,0
S0463,17,1.4,62.9,60.0,7,5.5,3.2,1,2,59.6,Average,1
S0464,21,2.8,77.3,89.2,3,5.6,3.8,1,2,72.1,Good,0
S0465,18,1.1,65.4,68.8,9,4.9,0.7,1,3,58.0,Average,1
S0466,22,4.8,62.3,43.7,3,5.3,2.6,0,2,57.8,Average,1
S0467,19,3.7,72.1,79.3,4,5.5,0.0,1,1,77.6,Good,0
S0468,22,4.5,57.9,67.4,10,8.3,2.7,1,2,89.1,Good,1
S0469,17,3.1,76.2,84.8,7,6.2,0.2,0,5,82.3,Good,0
S0470,17,5.6,86.3,42.6,6,8.1,2.7,1,4,76.6,Good,0
S0471,19,2.2,84.3,87.6,4,4.2,0.1,1,3,63.8,Average,0
S0472,17,7.3,98.9,89.1,9,4.9,1.6,1,5,100.0,Good,0
S0473,19,7.7,94.9,40.5,6,8.8,3.5,1,3,91.5,Good,0
S0474,20,4.5,83.5,66.2,8,4.3,1.2,1,4,77.6,Good,0
S0475,20,4.3,95.4,46.7,3,4.3,3.9,1,1,47.4,Needs Support,1
S0476,18,7.0,75.0,69.1,3,6.6,1.9,1,2,73.5,Good,0
S0477,17,3.0,90.9,44.9,8,5.4,0.7,1,1,52.9,Average,1
S0478,20,6.6,67.8,88.8,5,5.0,3.7,0,4,95.1,Good,1
S0479,20,3.0,78.7,50.1,9,7.0,0.6,1,5,76.4,Good,0
S0480,22,6.0,99.1,76.8,5,7.0,2.4,1,2,82.3,Good,0
S0481,22,3.3,81.9,75.9,5,4.9,3.8,0,3,68.7,Average,0
S0482,19,5.2,77.8,57.6,6,6.7,3.8,1,5,99.9,Good,0
S0483,17,7.5,90.4,51.8,3,6.3,2.2,1,1,88.3,Good,0
S0484,18,1.4,69.1,90.3,9,8.2,0.8,1,3,67.1,Average,1
S0485,22,6.7,92.4,42.2,7,4.3,2.0,1,3,79.9,Good,0
S0486,19,4.8,55.8,54.0,3,5.2,1.2,1,2,52.1,Average,1
S0487,22,3.7,65.7,58.0,10,6.8,1.3,1,2,61.7,Average,1
S0488,20,3.5,63.0,72.1,10,4.2,1.3,1,2,76.7,Good,1
S0489,20,1.5,66.6,60.3,8,8.2,0.8,1,4,86.7,Good,1
S0490,17,2.8,97.5,46.1,6,8.8,0.2,1,1,80.9,Good,0
S0491,20,5.4,56.1,71.4,6,5.6,3.0,1,1,74.2,Good,1
S0492,19,1.7,68.4,79.8,5,7.9,0.1,0,2,61.8,Average,1
S0493,22,5.7,80.8,78.8,7,5.2,2.3,1,1,85.7,Good,0
S0494,17,7.7,86.6,66.9,8,8.7,1.5,1,2,100.0,Good,0
S0495,18,7.9,89.8,56.9,9,5.1,2.6,1,4,83.5,Good,0
S0496,20,7.2,72.2,40.6,5,4.0,2.3,1,3,59.4,Average,1
S0497,21,6.6,64.9,69.3,9,4.3,1.9,1,4,100.0,Good,1
S0498,21,2.2,93.4,74.6,8,6.3,3.1,1,4,81.0,Good,0
S0499,20,7.8,60.5,64.3,8,4.2,2.3,0,3,97.1,Good,1
S0500,19,2.4,57.9,92.8,6,8.9,3.6,1,5,79.3,Good,1
S0501,18,7.1,65.4,51.1,10,7.2,2.3,1,4,100.0,Good,1
S0502,19,7.1,77.2,84.8,6,6.8,3.5,1,5,90.2,Good,0
S0503,20,5.4,97.4,79.5,6,7.1,3.5,1,5,95.6,Good,0
S0504,20,4.6,87.8,89.5,4,6.1,2.8,1,3,94.8,Good,0
S0505,18,2.4,80.4,90.9,6,8.4,1.3,1,2,85.7,Good,0
S0506,18,4.6,78.5,53.0,4,7.6,1.9,1,2,66.2,Average,0
S0507,21,3.0,86.2,90.7,5,6.2,0.3,1,1,83.0,Good,0
S0508,18,1.9,83.2,62.2,9,5.4,2.9,1,1,63.7,Average,0
S0509,18,1.9,70.1,77.3,8,4.7,2.6,1,2,58.1,Average,1
S0510,18,6.6,59.2,92.4,7,5.6,3.3,1,3,93.8,Good,1
S0511,22,7.5,64.0,72.7,10,5.8,0.3,1,1,100.0,Good,1
S0512,19,2.0,90.2,72.1,6,4.4,0.5,1,1,74.2,Good,0
S0513,20,1.1,83.6,43.9,6,8.6,2.6,1,1,48.4,Needs Support,1
S0514,17,2.8,90.9,72.8,9,5.3,2.9,1,1,84.0,Good,0
S0515,19,1.9,57.0,53.3,4,6.7,0.3,1,5,63.0,Average,1
S0516,21,2.3,95.5,61.4,10,4.3,0.1,1,4,73.6,Good,0
S0517,21,5.1,72.2,60.8,3,6.8,1.3,1,4,52.8,Average,1
S0518,20,4.0,96.7,93.5,4,7.2,1.4,1,1,90.2,Good,0
S0519,22,4.0,81.8,75.1,7,4.4,0.2,1,3,85.3,Good,0
S0520,18,2.4,79.6,79.9,10,8.9,0.4,0,5,87.4,Good,0
S0521,17,5.7,91.8,49.5,8,4.8,0.8,1,2,66.6,Average,0
S0522,17,3.0,83.1,56.7,3,5.3,0.1,1,4,52.4,Average,1
S0523,18,3.8,85.4,88.3,9,7.7,0.6,1,3,97.2,Good,0
S0524,21,4.2,62.1,46.6,7,5.7,0.1,1,3,73.9,Good,1
S0525,22,7.3,82.2,92.4,6,8.4,1.5,1,4,100.0,Good,0
S0526,17,2.7,71.0,63.5,5,5.2,3.0,0,5,63.2,Average,0
S0527,20,6.0,58.4,61.4,4,5.6,2.6,1,2,74.4,Good,1
S0528,17,3.2,61.0,68.3,5,7.5,2.4,1,1,61.5,Average,1
S0529,22,7.3,76.6,64.4,3,8.3,1.9,1,5,83.1,Good,0
S0530,17,3.8,66.8,65.9,6,8.4,0.7,1,2,65.6,Average,1
S0531,20,4.5,89.4,63.3,5,5.4,0.2,1,5,80.2,Good,0
S0532,17,7.1,60.5,78.6,7,6.7,0.7,1,3,85.4,Good,1
S0533,21,5.7,55.6,55.2,8,6.1,3.8,1,2,82.9,Good,1
S0534,22,1.7,99.9,49.2,6,7.4,3.3,1,5,75.1,Good,0
S0535,21,2.0,69.1,63.9,6,5.1,2.3,1,1,54.6,Average,1
S0536,18,7.9,77.9,44.9,8,8.2,2.5,1,1,100.0,Good,0
S0537,22,1.2,64.5,64.6,8,7.6,3.0,1,2,55.6,Average,1
S0538,18,3.1,64.4,67.2,10,4.9,3.3,1,4,79.4,Good,1
S0539,21,7.7,73.1,83.1,7,5.6,1.0,1,4,100.0,Good,0
S0540,21,1.1,90.5,46.0,4,5.7,3.2,1,5,69.0,Average,0
S0541,19,2.1,56.8,61.8,7,8.7,2.6,1,4,49.5,Needs Support,1
S0542,20,2.5,92.7,82.9,4,6.3,1.1,1,1,79.4,Good,0
S0543,22,1.6,99.6,58.6,6,7.1,1.2,1,3,78.8,Good,0
S0544,18,4.3,80.2,86.0,7,8.7,0.7,1,4,99.3,Good,0
S0545,17,5.1,71.2,79.5,4,6.0,2.2,1,5,62.4,Average,0
S0546,19,3.2,65.5,42.3,6,8.7,3.9,0,4,58.2,Average,1
S0547,18,1.8,63.2,61.2,3,5.5,3.2,1,5,57.2,Average,1
S0548,22,6.7,69.6,82.2,5,4.1,0.7,1,2,79.4,Good,1
S0549,22,6.6,93.3,69.0,10,4.5,0.5,1,2,100.0,Good,0
S0550,19,4.9,55.1,77.0,7,7.5,1.1,1,3,74.1,Good,1
S0551,18,2.0,90.4,94.5,7,5.9,0.7,1,2,88.5,Good,0
S0552,21,4.8,85.0,77.1,8,8.2,0.6,1,5,95.2,Good,0
S0553,19,5.4,55.9,70.0,10,6.7,2.9,1,4,73.7,Good,1
S0554,17,4.0,58.1,86.5,10,7.4,1.3,1,3,77.0,Good,1
S0555,20,7.0,88.1,63.7,3,5.8,2.3,1,3,78.1,Good,0
S0556,21,3.7,85.3,40.6,10,6.9,1.3,1,3,76.3,Good,0
S0557,17,4.6,69.1,55.0,5,7.5,3.9,0,1,74.8,Good,1
S0558,21,1.8,93.8,72.7,9,5.9,2.4,1,3,75.5,Good,0
S0559,20,4.9,64.5,92.2,3,6.5,0.6,1,5,87.6,Good,1
S0560,21,6.4,74.2,73.4,5,8.2,3.1,1,1,70.5,Good,0
S0561,22,6.1,60.2,55.6,5,8.6,1.2,1,5,54.3,Average,1
S0562,21,2.8,84.1,94.6,10,5.8,1.8,1,5,86.6,Good,0
S0563,19,7.9,58.9,62.0,5,4.3,1.1,0,1,79.7,Good,1
S0564,19,6.0,63.1,52.5,8,8.2,2.0,1,1,75.3,Good,1
S0565,21,4.0,89.5,70.4,6,6.2,1.2,1,4,71.7,Good,0
S0566,17,3.9,77.5,58.9,4,8.8,1.3,1,5,76.9,Good,0
S0567,18,6.5,84.8,46.1,8,7.8,0.6,1,2,99.2,Good,0
S0568,20,2.2,88.0,79.2,10,5.8,3.8,1,5,82.5,Good,0
S0569,22,5.5,82.3,78.0,9,8.3,0.8,0,5,87.1,Good,0
S0570,21,6.0,63.9,93.5,4,6.7,1.1,1,5,80.0,Good,1
S0571,21,4.6,86.4,47.5,9,7.6,1.6,0,5,96.3,Good,0
S0572,18,7.1,60.2,90.1,8,8.4,0.5,1,5,97.7,Good,1
S0573,18,4.3,67.1,83.8,6,6.9,0.9,1,1,82.0,Good,1
S0574,18,4.3,75.2,53.9,8,8.7,1.6,1,4,88.7,Good,0
S0575,21,3.0,60.1,66.4,7,6.0,2.3,1,1,75.0,Good,1
S0576,20,7.4,59.8,74.7,10,5.9,2.1,1,2,84.6,Good,1
S0577,18,3.2,84.4,57.3,5,7.2,1.5,1,1,75.0,Good,0
S0578,21,5.9,88.4,45.9,8,6.0,2.7,1,4,89.6,Good,0
S0579,20,3.9,71.7,86.0,4,7.5,3.0,1,4,81.8,Good,0
S0580,22,7.5,72.5,49.1,10,6.7,1.1,0,4,96.8,Good,0
S0581,20,7.6,64.3,67.0,5,7.7,1.0,1,2,79.7,Good,1
S0582,17,1.2,78.5,64.1,3,8.1,2.5,1,1,57.2,Average,1
S0583,22,8.0,81.1,89.7,9,6.8,1.6,1,1,97.2,Good,0
S0584,18,5.2,97.0,70.7,3,8.6,3.3,1,4,89.2,Good,0
S0585,17,1.5,56.8,63.3,4,7.9,0.0,1,3,52.7,Average,1
S0586,21,4.5,95.9,93.7,4,8.3,2.2,1,2,89.4,Good,0
S0587,19,1.3,99.6,59.4,5,4.1,1.4,1,2,53.4,Average,1
S0588,20,4.8,70.6,80.0,7,4.1,0.8,1,3,79.1,Good,0
S0589,17,2.3,87.7,52.9,7,7.2,3.5,1,2,65.2,Average,0
S0590,21,3.6,92.1,81.6,6,5.7,0.9,1,2,78.4,Good,0
S0591,19,3.1,84.3,81.3,10,8.4,3.2,1,2,86.6,Good,0
S0592,22,5.2,68.0,85.5,3,6.0,3.4,1,2,74.7,Good,1
S0593,20,6.8,83.0,66.7,4,7.7,3.9,1,5,85.3,Good,0
S0594,22,7.6,94.5,52.2,4,5.2,0.5,1,5,69.2,Average,0
S0595,21,3.3,59.8,74.8,4,7.1,0.6,1,4,78.1,Good,1
S0596,22,5.0,76.6,90.1,7,8.5,0.3,1,4,85.8,Good,0
S0597,17,1.0,56.0,57.0,8,8.3,1.3,1,1,57.2,Average,1
S0598,21,3.6,93.0,41.1,6,5.8,3.6,1,1,59.7,Average,1
S0599,20,7.7,90.0,50.2,7,6.4,2.6,1,1,94.3,Good,0
S0600,19,1.8,57.1,91.3,9,6.7,0.6,1,4,69.3,Average,1
S0601,18,7.1,88.6,40.3,9,5.7,0.4,1,5,92.5,Good,0
S0602,20,5.6,86.1,43.0,6,6.4,3.0,1,5,87.7,Good,0
S0603,18,3.1,60.7,45.4,8,8.8,2.5,1,1,78.3,Good,1
S0604,18,6.4,78.6,89.1,10,8.4,0.0,1,4,100.0,Good,0
S0605,22,3.0,86.0,61.1,6,5.6,2.3,1,1,73.2,Good,0
S0606,21,7.3,70.1,78.0,9,7.4,0.8,1,4,87.4,Good,0
S0607,20,1.6,77.7,78.8,8,8.7,1.2,1,2,84.6,Good,0
S0608,21,1.8,98.9,63.9,6,5.8,0.4,1,2,78.3,Good,0
S0609,18,6.3,83.6,80.3,6,8.2,4.0,1,1,95.3,Good,0
S0610,21,4.1,77.6,65.4,5,8.0,1.8,1,4,82.5,Good,0
S0611,18,2.0,58.0,69.8,9,8.4,2.5,1,4,73.3,Good,1
S0612,19,4.6,60.5,56.9,4,4.4,0.8,1,2,59.8,Average,1
S0613,17,3.1,93.3,40.1,5,8.6,1.5,0,1,71.8,Good,0
S0614,19,4.8,88.4,72.6,5,8.9,2.6,1,5,95.6,Good,0
S0615,19,6.2,92.6,54.6,4,5.2,3.0,1,2,68.9,Average,0
S0616,19,7.0,81.0,55.1,5,7.2,3.6,1,4,91.3,Good,0
S0617,19,1.4,80.9,88.3,8,4.5,1.0,1,2,74.9,Good,0
S0618,17,5.1,78.9,59.9,5,7.0,1.0,1,2,82.2,Good,0
S0619,19,7.9,88.1,45.6,4,7.5,1.6,1,3,85.6,Good,0
S0620,22,4.2,69.9,74.7,4,7.7,1.2,1,5,85.6,Good,1
S0621,19,6.4,77.4,69.6,6,8.3,3.3,1,2,94.0,Good,0
S0622,20,1.7,76.1,43.2,6,5.5,1.5,1,4,66.4,Average,0
S0623,17,7.1,84.8,59.2,6,4.6,1.5,1,4,74.7,Good,0
S0624,19,5.1,64.7,73.6,3,8.1,2.0,0,2,78.3,Good,1
S0625,22,7.2,56.1,55.4,6,4.1,2.3,1,3,77.3,Good,1
S0626,20,6.5,59.0,94.2,9,5.2,1.4,1,2,82.9,Good,1
S0627,17,7.1,63.1,83.9,6,5.2,0.0,1,1,91.0,Good,1
S0628,21,1.4,93.6,67.7,7,7.9,2.9,0,1,57.1,Average,1
S0629,21,6.0,87.3,90.4,8,6.2,0.5,1,3,100.0,Good,0
S0630,19,2.4,88.7,41.9,3,8.2,3.4,1,4,75.2,Good,0
S0631,17,2.9,75.0,52.3,7,7.3,1.0,1,2,63.6,Average,0
S0632,21,3.3,59.6,90.3,5,8.2,1.0,1,1,80.6,Good,1
S0633,18,5.1,75.9,68.0,6,7.9,2.1,1,3,84.5,Good,0
S0634,22,5.4,93.8,49.4,5,8.4,3.6,1,2,83.1,Good,0
S0635,19,7.5,77.9,71.4,3,5.4,1.5,1,1,70.5,Good,0
S0636,19,1.1,83.4,80.2,4,5.8,1.9,1,4,71.4,Good,0
S0637,21,2.4,71.8,73.2,7,7.1,1.7,0,1,69.0,Average,0
S0638,17,3.5,61.8,42.5,6,6.9,0.4,1,2,67.8,Average,1
S0639,17,6.7,83.2,42.0,3,7.9,1.2,0,5,75.9,Good,0
S0640,21,4.8,76.8,62.4,4,8.0,3.7,1,2,82.3,Good,0
S0641,22,4.6,70.6,40.9,8,5.5,3.8,1,3,73.1,Good,0
S0642,22,6.3,66.6,44.6,4,4.6,1.0,1,1,72.5,Good,1
S0643,17,5.6,86.3,75.3,9,7.7,3.7,1,1,100.0,Good,0
S0644,17,3.0,69.3,64.1,8,7.4,0.1,1,1,72.5,Good,1
S0645,19,1.6,80.9,44.7,8,5.4,2.9,1,3,70.8,Good,0
S0646,21,4.2,66.7,88.2,6,4.3,0.1,1,3,79.8,Good,1
S0647,22,7.2,88.9,60.3,4,4.1,1.7,1,3,86.3,Good,0
S0648,21,5.2,71.9,88.6,8,5.2,1.7,1,1,81.0,Good,0
S0649,19,1.4,76.5,73.5,6,5.4,1.7,1,2,71.2,Good,0
S0650,22,4.1,96.7,74.2,6,5.0,3.8,1,5,92.8,Good,0
S0651,18,3.7,87.3,63.3,8,4.3,1.4,1,4,77.3,Good,0
S0652,17,5.1,88.1,77.0,7,4.9,0.1,1,1,89.1,Good,0
S0653,19,5.1,70.3,53.4,3,5.7,0.4,1,5,73.6,Good,0
S0654,17,7.7,92.8,54.2,5,4.5,3.0,1,2,75.3,Good,0
S0655,21,3.4,72.4,88.1,8,5.0,0.5,1,3,83.3,Good,0
S0656,22,3.9,99.5,51.2,6,6.2,0.2,0,1,80.9,Good,0
S0657,17,5.3,95.3,61.2,4,8.2,0.8,1,3,76.9,Good,0
S0658,17,7.2,84.7,81.0,6,8.4,3.9,1,5,83.7,Good,0
S0659,18,5.9,92.4,58.2,5,6.0,1.8,1,1,80.3,Good,0
S0660,18,4.3,79.5,60.1,5,4.6,0.6,1,4,67.4,Average,0
S0661,20,6.7,88.0,90.0,4,5.3,2.6,1,5,100.0,Good,0
S0662,20,4.4,60.6,51.4,9,7.4,1.5,1,1,72.2,Good,1
S0663,22,7.7,99.5,53.3,7,6.0,2.2,1,1,89.2,Good,0
S0664,19,3.0,91.0,88.8,4,6.9,4.0,1,1,70.7,Good,0
S0665,22,1.9,61.4,55.1,9,7.7,2.8,1,4,70.2,Good,1
S0666,21,6.8,65.9,58.2,4,7.3,2.1,1,1,71.3,Good,1
S0667,22,3.1,80.9,88.5,5,8.3,4.0,1,2,71.0,Good,0
S0668,18,6.9,89.3,57.7,5,4.4,2.0,1,4,83.2,Good,0
S0669,19,5.3,61.7,94.8,10,5.5,1.8,1,5,87.5,Good,1
S0670,22,4.6,98.2,85.2,9,4.2,3.4,1,4,100.0,Good,0
S0671,21,1.6,70.6,86.6,8,6.6,3.8,1,4,66.5,Average,0
S0672,18,6.5,99.8,52.4,9,7.1,2.9,1,4,92.2,Good,0
S0673,22,1.5,88.9,51.9,9,5.3,1.5,1,3,62.8,Average,0
S0674,21,7.8,76.8,81.4,7,4.3,1.6,1,3,82.9,Good,0
S0675,17,7.1,71.3,85.5,10,6.3,0.0,1,4,100.0,Good,0
S0676,17,3.1,59.3,52.3,5,4.8,1.0,1,3,43.7,Needs Support,1
S0677,18,1.9,59.0,51.3,6,5.0,3.1,1,1,66.3,Average,1
